ncessch,school_name,zip_mailing,city_location,state_location,school_level,enrollment,lowest_grade_offered,highest_grade_offered
362595003561,FOX MEADOW SCHOOL,10583,SCARSDALE,NY,1,474.0,0.0,5.0
362595003562,GREENACRES SCHOOL,10583,SCARSDALE,NY,1,337.0,0.0,5.0
362595003563,HEATHCOTE SCHOOL,10583,SCARSDALE,NY,1,376.0,0.0,5.0
362595003564,QUAKER RIDGE SCHOOL,10583,SCARSDALE,NY,1,508.0,0.0,5.0
362595003565,SCARSDALE MIDDLE SCHOOL,10583,SCARSDALE,NY,2,1155.0,6.0,8.0
362595003566,SCARSDALE SENIOR HIGH SCHOOL,10583,SCARSDALE,NY,3,1524.0,9.0,12.0
362598003567,JEFFERSON ELEMENTARY SCHOOL,12306,SCHENECTADY,NY,1,658.0,0.0,4.0
362598003570,SCHALMONT MIDDLE SCHOOL,12306,SCHENECTADY,NY,2,529.0,5.0,8.0
362598003571,SCHALMONT HIGH SCHOOL,12306,SCHENECTADY,NY,3,612.0,9.0,12.0
362601003578,HAMILTON ELEMENTARY SCHOOL,12303,SCHENECTADY,NY,1,416.0,-1.0,5.0
362601003580,HOWE ELEMENTARY SCHOOL,12308,SCHENECTADY,NY,1,431.0,-1.0,5.0
362601003581,JESSIE T ZOLLER ELEMENTARY SCHOOL,12308,SCHENECTADY,NY,1,467.0,-1.0,5.0
362601003582,LINCOLN ELEMENTARY SCHOOL,12304,SCHENECTADY,NY,1,338.0,-1.0,5.0
362601003583,SCHENECTADY HIGH SCHOOL,12308,SCHENECTADY,NY,3,2736.0,9.0,12.0
362601003584,DR MARTIN LUTHER KING SCHOOL JR ELEMENTARY SCHOOL,12307,SCHENECTADY,NY,1,480.0,-1.0,5.0
362601003585,MONT PLEASANT MIDDLE SCHOOL,12303,SCHENECTADY,NY,2,760.0,6.0,8.0
362601003587,PAIGE ELEMENTARY SCHOOL,12304,SCHENECTADY,NY,1,468.0,-1.0,5.0
362601003588,PLEASANT VALLEY ELEMENTARY SCHOOL,12303,SCHENECTADY,NY,1,427.0,-1.0,5.0
362601003591,VAN CORLAER ELEMENTARY SCHOOL,12306,SCHENECTADY,NY,1,415.0,-1.0,5.0
362601003592,WOODLAWN ELEMENTARY SCHOOL,12304,SCHENECTADY,NY,1,437.0,-1.0,5.0
362601003593,YATES ELEMENTARY SCHOOL,12308,SCHENECTADY,NY,1,379.0,-1.0,5.0
362601006063,WILLIAM C KEANE ELEMENTARY SCHOOL,12304,SCHENECTADY,NY,1,322.0,-1.0,5.0
362601006117,CENTRAL PARK MIDDLE SCHOOL,12304,SCHENECTADY,NY,2,715.0,6.0,8.0
362601006573,ONEIDA MIDDLE SCHOOL,12308,SCHENECTADY,NY,2,713.0,6.0,8.0
362607003594,CASTLETON ELEMENTARY SCHOOL,12033,CASTLETON,NY,1,505.0,0.0,6.0
362607003596,MAPLE HILL JUNIOR/SENIOR HIGH SCHOOL,12033,CASTLETON,NY,3,395.0,7.0,12.0
362610003597,SCHOHARIE ELEMENTARY SCHOOL,12157,SCHOHARIE,NY,1,503.0,0.0,6.0
362610003598,SCHOHARIE HIGH SCHOOL,12157,SCHOHARIE,NY,3,385.0,7.0,12.0
362613003599,SCHROON LAKE CENTRAL SCHOOL,12870,SCHROON LAKE,NY,4,269.0,-1.0,12.0
362616003600,SCHUYLERVILLE ELEMENTARY SCHOOL,12871,SCHUYLERVILLE,NY,1,652.0,0.0,5.0
362616003602,SCHUYLERVILLE HIGH SCHOOL,12871,SCHUYLERVILLE,NY,3,484.0,9.0,12.0
362616006311,SCHUYLERVILLE MIDDLE SCHOOL,12871,SCHUYLERVILLE,NY,2,380.0,6.0,8.0
362619003604,SCIO CENTRAL SCHOOL,14880,SCIO,NY,4,320.0,-1.0,12.0
362631003605,GLENDAAL SCHOOL,12302,SCOTIA,NY,1,208.0,0.0,5.0
362631003606,LINCOLN SCHOOL,12302,SCOTIA,NY,1,249.0,0.0,5.0
362631003608,SACANDAGA SCHOOL,12302,SCOTIA,NY,1,330.0,0.0,5.0
362631003609,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,12302,SCOTIA,NY,3,775.0,9.0,12.0
362631003610,SCOTIA-GLENVILLE MIDDLE SCHOOL,12302,SCOTIA,NY,2,572.0,6.0,8.0
362631004749,GLEN-WORDEN ELEMENTARY SCHOOL,12302,SCOTIA,NY,1,239.0,0.0,5.0
362637003611,GLEN HEAD ELEMENTARY SCHOOL,11545,GLEN HEAD,NY,1,362.0,0.0,5.0
362637003612,GLENWOOD LANDING ELEMENTARY SCHOOL,11545,GLEN HEAD,NY,1,432.0,0.0,5.0
362637003613,NORTH SHORE MIDDLE SCHOOL,11545,GLEN HEAD,NY,2,581.0,6.0,8.0
362637003614,NORTH SHORE SENIOR HIGH SCHOOL,11545,GLEN HEAD,NY,3,839.0,9.0,12.0
362637003615,SEA CLIFF ELEMENTARY SCHOOL,11579,SEA CLIFF,NY,1,350.0,0.0,5.0
362640003617,SEAFORD HARBOR SCHOOL,11783,SEAFORD,NY,1,576.0,0.0,5.0
362640003618,SEAFORD MIDDLE SCHOOL,11783,SEAFORD,NY,2,519.0,6.0,8.0
362640003619,SEAFORD MANOR SCHOOL,11783,SEAFORD,NY,1,441.0,0.0,5.0
362640003620,SEAFORD SENIOR HIGH SCHOOL,11783,SEAFORD,NY,3,712.0,9.0,12.0
362643003621,ELIZABETH CADY STANTON ELEMENTARY SCHOOL,13148,SENECA FALLS,NY,1,280.0,3.0,5.0
362643003624,MYNDERSE ACADEMY,13148,SENECA FALLS,NY,3,367.0,9.0,12.0
362643004425,FRANK M KNIGHT ELEMENTARY SCHOOL,13148,SENECA FALLS,NY,1,254.0,0.0,2.0
362643004706,SENECA FALLS MIDDLE SCHOOL,13148,SENECA FALLS,NY,2,297.0,6.0,8.0
362652003626,ELMONT MEMORIAL HIGH SCHOOL,11003,ELMONT,NY,3,1597.0,7.0,12.0
362652003627,FLORAL PARK MEMORIAL HIGH SCHOOL,11001,FLORAL PARK,NY,3,1406.0,7.0,12.0
362652003628,H FRANK CAREY HIGH SCHOOL,11010,FRANKLIN SQUARE,NY,3,1621.0,7.0,12.0
362652003629,NEW HYDE PARK MEMORIAL HIGH SCHOOL,11040,NEW HYDE PARK,NY,3,1850.0,7.0,12.0
362652003630,SEWANHAKA HIGH SCHOOL,11001,FLORAL PARK,NY,3,1669.0,7.0,12.0
362658003631,SHARON SPRINGS CENTRAL SCHOOL,13459,SHARON SPRINGS,NY,4,226.0,-1.0,12.0
362664003632,SHELTER ISLAND SCHOOL,11964,SHELTER ISLAND,NY,4,202.0,-1.0,12.0
362667001421,ACADIA MIDDLE SCHOOL,12065,CLIFTON PARK,NY,2,747.0,6.0,8.0
362667003633,ARONGEN ELEMENTARY SCHOOL,12065,CLIFTON PARK,NY,1,648.0,0.0,5.0
362667003634,CHANGO ELEMENTARY SCHOOL,12019,BALLSTON LAKE,NY,1,568.0,0.0,5.0
362667003635,GOWANA MIDDLE SCHOOL,12065,CLIFTON PARK,NY,2,701.0,6.0,8.0
362667003636,KARIGON ELEMENTARY SCHOOL,12065,CLIFTON PARK,NY,1,469.0,0.0,5.0
362667003637,KODA MIDDLE SCHOOL,12065,CLIFTON PARK,NY,2,743.0,6.0,8.0
362667003638,OKTE ELEMENTARY SCHOOL,12065,CLIFTON PARK,NY,1,490.0,0.0,5.0
362667003639,ORENDA ELEMENTARY SCHOOL,12065,CLIFTON PARK,NY,1,536.0,0.0,5.0
362667003640,SHENENDEHOWA HIGH SCHOOL,12065,CLIFTON PARK,NY,3,3163.0,9.0,12.0
362667003641,SKANO ELEMENTARY SCHOOL,12065,CLIFTON PARK,NY,1,579.0,0.0,5.0
362667003642,TESAGO ELEMENTARY SCHOOL,12065,CLIFTON PARK,NY,1,386.0,0.0,5.0
362667005972,SHATEKON ELEMENTARY SCHOOL,12065,CLIFTON PARK,NY,1,505.0,0.0,5.0
362670001984,SHERBURNE-EARLVILLE ELEMENTARY SCHOOL,13460,SHERBURNE,NY,1,695.0,-1.0,5.0
362670003644,SHERBURNE-EARLVILLE MIDDLE SCHOOL,13460,SHERBURNE,NY,2,289.0,6.0,8.0
362670003645,SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL,13460,SHERBURNE,NY,3,364.0,9.0,12.0
362673003650,SHERMAN HIGH SCHOOL,14781,SHERMAN,NY,3,184.0,7.0,12.0
362673004940,SHERMAN ELEMENTARY SCHOOL,14781,SHERMAN,NY,1,250.0,-1.0,6.0
362676003651,E A MCALLISTER ELEMENTARY SCHOOL,13461,SHERRILL,NY,1,328.0,-1.0,6.0
362676003652,J D GEORGE ELEMENTARY SCHOOL,13478,VERONA,NY,1,437.0,-1.0,6.0
362676003653,VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL,13478,VERONA,NY,3,544.0,9.0,12.0
362676003654,W A WETTEL ELEMENTARY SCHOOL,13476,VERNON,NY,1,269.0,-1.0,6.0
362676004371,VERNON-VERONA-SHERRILL MIDDLE SCHOOL,13478,VERONA,NY,2,303.0,7.0,8.0
362684003656,MILLER AVENUE SCHOOL,11786,SHOREHAM,NY,1,354.0,0.0,2.0
362684003657,SHOREHAM-WADING RIVER HIGH SCHOOL,11786,SHOREHAM,NY,3,771.0,9.0,12.0
362684003658,ALBERT G PRODELL MIDDLE SCHOOL,11786,SHOREHAM,NY,2,478.0,6.0,8.0
362684003659,WADING RIVER SCHOOL,11792,WADING RIVER,NY,1,416.0,3.0,5.0
362685003662,SIDNEY ELEMENTARY SCHOOL,13838,SIDNEY,NY,1,621.0,-1.0,6.0
362685003663,SIDNEY HIGH SCHOOL,13838,SIDNEY,NY,3,301.0,9.0,12.0
362685003664,SIDNEY MIDDLE SCHOOL,13838,SIDNEY,NY,2,168.0,7.0,8.0
362688003665,SILVER CREEK ELEMENTARY SCHOOL,14136,SILVER CREEK,NY,1,489.0,-1.0,5.0
362688003666,SILVER CREEK HIGH SCHOOL,14136,SILVER CREEK,NY,3,314.0,9.0,12.0
362688005588,SILVER CREEK MIDDLE SCHOOL,14136,SILVER CREEK,NY,2,261.0,6.0,8.0
362694003667,SKANEATELES MIDDLE SCHOOL,13152,SKANEATELES,NY,2,309.0,6.0,8.0
362694003668,SKANEATELES SENIOR HIGH SCHOOL,13152,SKANEATELES,NY,3,462.0,9.0,12.0
362694003669,STATE STREET INTERMEDIATE SCHOOL,13152,SKANEATELES,NY,1,280.0,3.0,5.0
362694003670,WATERMAN ELEMENTARY SCHOOL,13152,SKANEATELES,NY,1,230.0,0.0,2.0
362700002831,JOHN F KENNEDY MIDDLE SCHOOL,14227,CHEEKTOWAGA,NY,2,280.0,6.0,8.0
362700003672,JOHN F KENNEDY SENIOR HIGH SCHOOL,14227,CHEEKTOWAGA,NY,3,399.0,9.0,12.0
362700003673,THEODORE ROOSEVELT SCHOOL,14206,CHEEKTOWAGA,NY,1,332.0,-1.0,2.0
362700003674,WOODROW WILSON ELEMENTARY SCHOOL,14212,SLOAN,NY,1,268.0,3.0,5.0
362706000327,SMITHTOWN HIGH SCHOOL-WEST,11787,SMITHTOWN,NY,3,1496.0,9.0,12.0
362706003675,ACCOMPSETT ELEMENTARY SCHOOL,11787,SMITHTOWN,NY,1,570.0,-1.0,5.0
362706003678,DOGWOOD ELEMENTARY SCHOOL,11787,SMITHTOWN,NY,1,370.0,0.0,5.0
362706003682,MOUNT PLEASANT ELEMENTARY SCHOOL,11787,SMITHTOWN,NY,1,535.0,0.0,5.0
362706003686,SMITHTOWN ELEMENTARY SCHOOL,11787,SMITHTOWN,NY,1,432.0,0.0,5.0
362706003689,SAINT JAMES ELEMENTARY SCHOOL,11780,SAINT JAMES,NY,1,478.0,0.0,5.0
362706003690,TACKAN ELEMENTARY SCHOOL,11767,NESCONSET,NY,1,545.0,0.0,5.0
362706004257,GREAT HOLLOW MIDDLE SCHOOL,11767,NESCONSET,NY,2,917.0,6.0,8.0
362706005431,MILLS POND ELEMENTARY SCHOOL,11780,ST JAMES,NY,1,402.0,0.0,5.0
362706005746,NESAQUAKE MIDDLE SCHOOL,11780,SAINT JAMES,NY,2,559.0,6.0,8.0
362706005839,SMITHTOWN HIGH SCHOOL EAST,11780,SAINT JAMES,NY,3,1523.0,9.0,12.0
362706005840,ACCOMPSETT MIDDLE SCHOOL,11787,SMITHTOWN,NY,2,568.0,6.0,8.0
362712003694,SODUS JR/SR HIGH SCHOOL,14551,SODUS,NY,3,439.0,7.0,12.0
362712003695,SODUS ELEMENTARY SCHOOL,14551,SODUS,NY,1,356.0,-1.0,5.0
362712004902,SODUS INTERMEDIATE SCHOOL,14551,SODUS,NY,1,231.0,3.0,6.0
362715003698,SOLVAY ELEMENTARY SCHOOL,13209,SOLVAY,NY,1,477.0,0.0,4.0
362715003699,SOLVAY HIGH SCHOOL,13209,SOLVAY,NY,3,500.0,9.0,12.0
362715005736,SOLVAY MIDDLE SCHOOL,13209,SYRACUSE,NY,2,475.0,5.0,8.0
362718003700,PRIMROSE SCHOOL,10540,LINCOLNDALE,NY,1,517.0,0.0,2.0
362718003701,SOMERS INTERMEDIATE SCHOOL,10589,SOMERS,NY,1,553.0,3.0,5.0
362718003702,SOMERS MIDDLE SCHOOL,10589,SOMERS,NY,2,699.0,6.0,8.0
362718003703,SOMERS SENIOR HIGH SCHOOL,10540,LINCOLNDALE,NY,3,1093.0,9.0,12.0
362721003704,COLONIE CENTRAL HIGH SCHOOL,12205,ALBANY,NY,3,1526.0,9.0,12.0
362721003710,SAND CREEK MIDDLE SCHOOL,12205,ALBANY,NY,2,815.0,5.0,8.0
362721003711,SHAKER ROAD ELEMENTARY SCHOOL,12211,ALBANY,NY,1,359.0,0.0,4.0
362721004494,VEEDER ELEMENTARY SCHOOL,12205,ALBANY,NY,1,412.0,0.0,4.0
362721004496,LISHA KILL MIDDLE SCHOOL,12205,ALBANY,NY,2,630.0,5.0,8.0
362721004568,FOREST PARK ELEMENTARY SCHOOL,12205,ALBANY,NY,1,269.0,0.0,4.0
362721004750,ROESSLEVILLE SCHOOL,12205,ALBANY,NY,1,385.0,-1.0,4.0
362721004788,SADDLEWOOD ELEMENTARY SCHOOL,12205,ALBANY,NY,1,419.0,-1.0,4.0
362724003714,BALLARD ELEMENTARY SCHOOL,12866,WILTON,NY,1,340.0,0.0,5.0
362724003715,HARRISON AVENUE ELEMENTARY SCHOOL,12803,SOUTH GLENS FALLS,NY,1,256.0,0.0,5.0
362724003716,MOREAU ELEMENTARY SCHOOL,12803,SOUTH GLENS FALLS,NY,1,251.0,-1.0,5.0
362724003717,OLIVER W WINCH MIDDLE SCHOOL,12803,SOUTH GLENS FALLS,NY,2,734.0,6.0,8.0
362724003718,SOUTH GLENS FALLS SENIOR HIGH SCHOOL,12803,SOUTH GLENS FALLS,NY,3,907.0,9.0,12.0
362724003719,TANGLEWOOD ELEMENTARY SCHOOL,12803,SOUTH GLENS FALLS,NY,1,429.0,0.0,5.0
362730003722,BIRCHWOOD INTERMEDIATE SCHOOL,11747,MELVILLE,NY,1,635.0,3.0,5.0
362730003723,COUNTRYWOOD PRIMARY CENTER,11746,HUNTINGTON STATION,NY,1,603.0,0.0,2.0
362730003724,HENRY L STIMSON MIDDLE SCHOOL,11746,HUNTINGTON STATION,NY,2,974.0,7.0,8.0
362730003725,MAPLEWOOD INTERMEDIATE SCHOOL,11746,HUNTINGTON STATION,NY,1,598.0,3.0,5.0
362730003727,OAKWOOD PRIMARY CENTER,11743,HUNTINGTON,NY,1,635.0,-1.0,2.0
362730003729,WALT WHITMAN HIGH SCHOOL,11746,HUNTINGTON STATION,NY,3,1983.0,9.0,12.0
362730006282,SILAS WOOD 6TH GRADE CENTER,11746,HUNTINGTON STATION,NY,2,454.0,6.0,6.0
362733003730,SOUTH KORTRIGHT CENTRAL SCHOOL,13842,SOUTH KORTRIGHT,NY,4,340.0,-1.0,12.0
362736001137,SOUTH LEWIS MIDDLE SCHOOL,13473,TURIN,NY,2,298.0,5.0,8.0
362736003732,GLENFIELD ELEMENTARY SCHOOL,13343,GLENFIELD,NY,1,206.0,-1.0,4.0
362736003734,PORT LEYDEN ELEMENTARY SCHOOL,13433,PORT LEYDEN,NY,1,219.0,-1.0,4.0
362736003735,SOUTH LEWIS HIGH SCHOOL,13473,TURIN,NY,3,307.0,9.0,12.0
362745003739,SOUTH ORANGETOWN MIDDLE SCHOOL,10913,BLAUVELT,NY,2,694.0,6.0,8.0
362745003741,TAPPAN ZEE HIGH SCHOOL,10962,ORANGEBURG,NY,3,1029.0,9.0,12.0
362745004427,WILLIAM O SCHAEFER ELEMENTARY SCHOOL,10983,TAPPAN,NY,1,606.0,0.0,2.0
362745004708,COTTAGE LANE ELEMENTARY SCHOOL,10913,BLAUVELT,NY,1,581.0,3.0,5.0
362754003743,SOUTHAMPTON ELEMENTARY SCHOOL,11968,SOUTHAMPTON,NY,1,488.0,-1.0,4.0
362754003744,SOUTHAMPTON INTERMEDIATE SCHOOL,11968,SOUTHAMPTON,NY,4,417.0,2.0,9.0
362754003745,SOUTHAMPTON HIGH SCHOOL,11968,SOUTHAMPTON,NY,3,639.0,9.0,12.0
362757003749,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,13026,AURORA,NY,3,314.0,7.0,12.0
362757004789,SOUTHERN CAYUGA ELEMENTARY SCHOOL,13026,AURORA,NY,1,369.0,-1.0,6.0
362762003750,SOUTHOLD ELEMENTARY SCHOOL,11971,SOUTHOLD,NY,1,321.0,-1.0,6.0
362762003751,SOUTHOLD JUNIOR-SENIOR HIGH SCHOOL,11971,SOUTHOLD,NY,3,456.0,7.0,12.0
362766003755,SOUTHWESTERN MIDDLE SCHOOL,14701,JAMESTOWN,NY,2,330.0,6.0,8.0
362766003756,SOUTHWESTERN SENIOR HIGH SCHOOL,14701,JAMESTOWN,NY,3,417.0,9.0,12.0
362766004936,SOUTHWESTERN ELEMENTARY SCHOOL,14701,JAMESTOWN,NY,1,584.0,-1.0,5.0
362775003758,SPENCER-VAN ETTEN MIDDLE SCHOOL,14883,SPENCER,NY,2,245.0,5.0,8.0
362775003759,SPENCER-VAN ETTEN HIGH SCHOOL,14883,SPENCER,NY,3,290.0,9.0,12.0
362775003760,SPENCER-VAN ETTEN ELEMENTARY SCHOOL,14889,VAN ETTEN,NY,1,366.0,-1.0,4.0
362778003761,A M COSGROVE MIDDLE SCHOOL,14559,SPENCERPORT,NY,2,879.0,6.0,8.0
362778003762,SPENCERPORT HIGH SCHOOL,14559,SPENCERPORT,NY,3,1120.0,9.0,12.0
362778003763,LEO BERNABI SCHOOL,14559,SPENCERPORT,NY,1,432.0,0.0,5.0
362778003765,TERRY TAYLOR ELEMENTARY SCHOOL,14559,SPENCERPORT,NY,1,383.0,0.0,5.0
362778003766,WILLIAM C MUNN SCHOOL,14559,SPENCERPORT,NY,1,338.0,0.0,5.0
362778005589,CANAL VIEW ELEMENTARY SCHOOL,14559,SPENCERPORT,NY,1,466.0,0.0,5.0
362781003768,ELDORADO ELEMENTARY SCHOOL,10977,CHESTNUT RIDGE,NY,2,519.0,4.0,6.0
362781003769,ELMWOOD ELEMENTARY SCHOOL,10952,MONSEY,NY,1,552.0,0.0,6.0
362781003770,FLEETWOOD ELEMENTARY SCHOOL,10977,CHESTNUT RIDGE,NY,1,596.0,0.0,3.0
362781003771,GRANDVIEW ELEMENTARY SCHOOL,10952,MONSEY,NY,1,591.0,0.0,3.0
362781003772,HEMPSTEAD ELEMENTARY SCHOOL,10977,SPRING VALLEY,NY,1,445.0,0.0,6.0
362781003773,KAKIAT ELEMENTARY SCHOOL,10977,SPRING VALLEY,NY,2,628.0,4.0,8.0
362781003775,LIME KILN ELEMENTARY SCHOOL,10901,SUFFERN,NY,2,532.0,4.0,6.0
362781003776,MARGETTS ELEMENTARY SCHOOL,10952,MONSEY,NY,1,577.0,0.0,3.0
362781003778,POMONA MIDDLE SCHOOL,10901,SUFFERN,NY,2,571.0,7.0,8.0
362781003779,RAMAPO HIGH SCHOOL,10977,SPRING VALLEY,NY,3,1449.0,9.0,12.0
362781003781,CHESTNUT RIDGE MIDDLE SCHOOL,10977,CHESTNUT RIDGE,NY,2,588.0,7.0,8.0
362781003782,SPRING VALLEY HIGH SCHOOL,10977,SPRING VALLEY,NY,3,1346.0,9.0,12.0
362781004569,SUMMIT PARK ELEMENTARY SCHOOL,10956,NEW CITY,NY,1,614.0,-1.0,3.0
362781006098,EAST RAMAPO EARLY CHILDHOOD CENTER AT KAKIAT,10977,SPRING VALLEY,NY,1,371.0,0.0,0.0
362790003787,SPRINGS SCHOOL,11937,EAST HAMPTON,NY,1,724.0,-1.0,8.0
362796003790,SAINT LAWRENCE ELEMENTARY SCHOOL,13613,BRASHER FALLS,NY,1,402.0,-1.0,4.0
362796003791,SAINT LAWRENCE HIGH SCHOOL,13613,BRASHER FALLS,NY,3,286.0,9.0,12.0
362796005388,ST LAWRENCE MIDDLE SCHOOL,13613,BRASHER FALLS,NY,2,312.0,5.0,8.0
362798003792,GREENBURGH ACADEMY,10703,YONKERS,NY,3,134.0,7.0,12.0
362798004904,REACH ACADEMY (THE),10604,WEST HARRISON,NY,3,20.0,7.0,12.0
362798005843,CLARK ACADEMY,10522,DOBBS FERRY,NY,3,87.0,7.0,12.0
362798006356,KAPLAN CAREER ACADEMY,12553,NEW WINDSOR,NY,3,75.0,6.0,12.0
362799003793,SAINT REGIS FALLS CENTRAL SCHOOL,12980,ST REGIS FALLS,NY,4,268.0,-1.0,12.0
362802003796,STAMFORD CENTRAL SCHOOL,12167,STAMFORD,NY,4,270.0,-1.0,12.0
362805003797,REGAN INTERMEDIATE SCHOOL,14094,LOCKPORT,NY,1,690.0,3.0,5.0
362805003798,STARPOINT HIGH SCHOOL,14094,LOCKPORT,NY,3,874.0,9.0,12.0
362805004790,FRICANO PRIMARY SCHOOL,14094,LOCKPORT,NY,1,644.0,0.0,2.0
362805005590,STARPOINT MIDDLE SCHOOL,14094,LOCKPORT,NY,2,703.0,6.0,8.0
362811003799,STILLWATER ELEMENTARY SCHOOL,12170,STILLWATER,NY,1,461.0,-1.0,5.0
362811003800,STILLWATER MIDDLE SCHOOL HIGH SCHOOL,12170,STILLWATER,NY,3,581.0,6.0,12.0
362814003801,STOCKBRIDGE VALLEY CENTRAL SCHOOL,13409,MUNNSVILLE,NY,4,410.0,-1.0,12.0
362820003802,ARROWHEAD ELEMENTARY SCHOOL,11733,EAST SETAUKET,NY,1,574.0,-1.0,6.0
362820003803,MINNESAUKE ELEMENTARY SCHOOL,11733,EAST SETAUKET,NY,1,584.0,-1.0,6.0
362820003804,NASSAKEAG ELEMENTARY SCHOOL,11733,EAST SETAUKET,NY,1,472.0,-1.0,6.0
362820003806,PAUL J GELINAS JUNIOR HIGH SCHOOL,11733,SETAUKET,NY,2,740.0,7.0,9.0
362820003807,ROBERT CUSHMAN MURPHY JUNIOR HIGH SCHOOL,11733,STONY BROOK,NY,2,714.0,7.0,9.0
362820003808,SETAUKET ELEMENTARY SCHOOL,11733,SETAUKET,NY,1,586.0,-1.0,6.0
362820003809,WARD MELVILLE SENIOR HIGH SCHOOL,11733,EAST SETAUKET,NY,3,1658.0,9.0,12.0
362820003810,WILLIAM SIDNEY MOUNT ELEMENTARY SCHOOL,11733,STONY BROOK,NY,1,479.0,-1.0,6.0
362832003813,CHERRY LANE ELEMENTARY SCHOOL,10901,SUFFERN,NY,1,231.0,0.0,5.0
362832003814,RICHARD P CONNOR ELEMENTARY SCHOOL,10901,SUFFERN,NY,1,432.0,0.0,5.0
362832003815,MONTEBELLO ROAD SCHOOL,10901,SUFFERN,NY,1,364.0,0.0,5.0
362832003816,SLOATSBURG ELEMENTARY SCHOOL,10974,SLOATSBURG,NY,1,190.0,-1.0,5.0
362832003817,SUFFERN MIDDLE SCHOOL,10901,SUFFERN,NY,2,1006.0,6.0,8.0
362832003818,SUFFERN SENIOR HIGH SCHOOL,10901,SUFFERN,NY,3,1498.0,9.0,12.0
362832003819,VIOLA ELEMENTARY SCHOOL,10901,SUFFERN,NY,1,322.0,-1.0,5.0
362838003821,BROOKSIDE ELEMENTARY SCHOOL,13903,BINGHAMTON,NY,1,369.0,-1.0,5.0
362838003824,RICHARD T STANK MIDDLE SCHOOL,13748,CONKLIN,NY,2,325.0,6.0,8.0
362838003825,SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL,13748,CONKLIN,NY,3,412.0,9.0,12.0
362838004570,F P DONNELLY SCHOOL,13748,CONKLIN,NY,1,288.0,-1.0,5.0
362850003827,GLENDALE ELEMENTARY SCHOOL,14150,TONAWANDA,NY,1,370.0,0.0,5.0
362850003828,HERITAGE HEIGHTS ELEMENTARY SCHOOL,14228,AMHERST,NY,1,314.0,0.0,5.0
362850003829,MAPLEMERE ELEMENTARY SCHOOL,14221,AMHERST,NY,1,414.0,0.0,5.0
362850003831,SWEET HOME MIDDLE SCHOOL,14226,AMHERST,NY,2,764.0,6.0,8.0
362850003832,SWEET HOME SENIOR HIGH SCHOOL,14228,AMHERST,NY,3,1041.0,9.0,12.0
362850003833,WILLOW RIDGE ELEMENTARY SCHOOL,14228,AMHERST,NY,1,358.0,0.0,5.0
362856003835,WILLITS ELEMENTARY SCHOOL,11791,SYOSSET,NY,1,321.0,0.0,5.0
362856003836,BAYLIS ELEMENTARY SCHOOL,11803,PLAINVIEW,NY,1,447.0,0.0,5.0
362856003837,BERRY HILL ELEMENTARY SCHOOL,11791,SYOSSET,NY,1,383.0,0.0,5.0
362856003838,H B THOMPSON MIDDLE SCHOOL,11791,SYOSSET,NY,2,851.0,6.0,8.0
362856003839,ROBBINS LANE ELEMENTARY SCHOOL,11791,SYOSSET,NY,1,469.0,0.0,5.0
362856003840,SOUTH GROVE ELEMENTARY SCHOOL,11791,SYOSSET,NY,1,425.0,0.0,5.0
362856003841,SOUTH WOODS MIDDLE SCHOOL,11791,SYOSSET,NY,2,733.0,6.0,8.0
362856003843,SYOSSET SENIOR HIGH SCHOOL,11791,SYOSSET,NY,3,2233.0,9.0,12.0
362856003844,VILLAGE ELEMENTARY SCHOOL,11791,SYOSSET,NY,1,399.0,0.0,5.0
362856003845,WALT WHITMAN ELEMENTARY SCHOOL,11797,WOODBURY,NY,1,318.0,0.0,5.0
362859003846,BELLEVUE ELEMENTARY SCHOOL,13207,SYRACUSE,NY,1,406.0,-1.0,5.0
362859003849,CLARY MIDDLE SCHOOL,13205,SYRACUSE,NY,2,398.0,6.0,8.0
362859003850,CORCORAN HIGH SCHOOL,13207,SYRACUSE,NY,3,1234.0,9.0,12.0
362859003851,DANFORTH MIDDLE SCHOOL,13205,SYRACUSE,NY,-1,,,
362859003852,DELAWARE ACADEMY,13204,SYRACUSE,NY,-1,,,
362859003853,DR WEEKS ELEMENTARY SCHOOL,13203,SYRACUSE,NY,1,755.0,-1.0,5.0
362859003854,DR KING ELEMENTARY SCHOOL,13202,SYRACUSE,NY,-1,,,
362859003856,EDWARD SMITH K-8 SCHOOL,13210,SYRACUSE,NY,1,712.0,-1.0,8.0
362859003859,FRANKLIN ELEMENTARY SCHOOL,13208,SYRACUSE,NY,1,749.0,-1.0,5.0
362859003860,FRAZER K-8 SCHOOL,13204,SYRACUSE,NY,1,934.0,-1.0,8.0
362859003862,GRANT MIDDLE SCHOOL,13208,SYRACUSE,NY,2,718.0,6.0,8.0
362859003863,HURLBUT W SMITH K-8 SCHOOL,13224,SYRACUSE,NY,1,838.0,-1.0,8.0
362859003864,HENNINGER HIGH SCHOOL,13206,SYRACUSE,NY,3,1725.0,9.0,12.0
362859003865,HUNTINGTON K-8 SCHOOL,13206,SYRACUSE,NY,1,964.0,-1.0,8.0
362859003867,LEMOYNE ELEMENTARY SCHOOL,13208,SYRACUSE,NY,1,424.0,-1.0,6.0
